Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
AAPL,PETR4.SA,AAPL,PETR4.SA,AAPL,PETR4.SA,AAPL,PETR4.SA,AAPL,PETR4.SA
183.90321350097656,27.692338943481445,186.6770206585062,27.772968225754337,182.16958591702465,27.41380498161671,185.39908100307179,27.443122432880106,82488700.0,24043800.0
182.52621459960938,28.557266235351562,184.14096966630487,28.674544427023395,181.7138790075681,27.611709242172793,182.4964964795135,27.70699864669761,58414500.0,52300200.0
180.20811462402344,28.31537628173828,181.37706768373354,28.843126654744577,179.18775216816366,28.227415556127095,180.4458595901839,28.67453945818805,71983600.0,45344900.0
179.48495483398438,28.38134765625,181.05017488447822,28.689201831663915,178.48440937769652,28.15411995811184,180.28738953880892,28.491294377698235,62379700.0,35783700.0
183.823974609375,28.168779373168945,183.86360885082058,28.168779373168945,179.80196071659407,27.5677283633812,180.38643729162627,28.13213046693941,59144500.0,35158100.0
183.4079132080078,27.926895141601562,183.41781421075365,28.40333937210281,181.0204564512382,27.875586107071605,182.19932576748687,28.344698877707042,42841800.0,27279000.0
184.44808959960938,27.670351028442383,184.6561164657865,28.051505868211166,182.1993225017619,27.494432334651876,182.6253074687535,27.926896210915228,46792900.0,27382000.0
183.85366821289062,27.904903411865234,185.3000155120803,27.963543900077713,181.9020977729046,27.633698144213465,184.79477725525186,27.838934260692387,49128400.0,26564400.0
184.1806182861328,27.97820281982422,184.99295400827782,28.388677872297848,183.45745205458948,27.97820281982422,184.31930790747037,28.22009065328168,40477800.0,24479500.0
,28.27873420715332,,28.308051659972104,,27.750980910555487,,27.846270321581837,,13818300.0
181.9120330810547,27.926895141601562,182.5361287641061,28.43265961930069,179.23728115128065,27.912237814135295,180.45578462721193,28.30072130304289,65603000.0,31277700.0
180.97091674804688,27.76563835144043,181.2185778549055,27.963545818536563,178.613193289656,27.721657982263768,179.57411959355028,27.83160750713914,47317400.0,27577300.0
186.86524963378906,27.65568733215332,187.37047281337263,27.956212848289802,184.09144241490495,27.53108048708492,184.34900450558874,27.956212848289802,78005800.0,22987200.0
189.767822265625,27.50908851623535,190.1541729432286,27.780296580131964,187.05346652103705,27.289192277612127,187.55868967912403,27.714327428931757,68903000.0,31745200.0
192.07603454589844,27.633699417114258,193.50256484427592,27.71432869405428,190.4612794003693,27.28919352332779,190.5009136397872,27.487100985962623,60133900.0,22753700.0
193.35397338867188,27.97820281982422,193.91864797179585,28.124801252574265,192.01661247228014,27.435792253621337,193.19548176740474,27.736317782499295,42355600.0,32498500.0
192.68032836914062,27.76563835144043,194.542744606446,28.249411227853454,192.5218216434054,27.68500907268283,193.59171936806808,28.06616388381621,53631300.0,25415300.0
192.3534393310547,28.791824340820312,194.43379881211092,28.791824340820312,191.30335858737243,27.94888816155193,193.3936190715828,28.04417477564348,54822100.0,48655300.0
190.61978149414062,29.290252685546875,192.9378856146602,29.38554208048497,190.14427644491346,28.52061445537271,192.4524795638358,28.65988142018041,44594000.0,41378200.0
189.9362335205078,29.73737907409668,190.40183756577807,29.75203919730712,187.80635425336052,29.194968495973264,190.213612724154,29.319575349063136,47145600.0,30547500.0
